Player,stats_standard_Nation,stats_standard_Squad,stats_standard_Position,stats_standard_Current age,stats_standard_Matches Played,stats_standard_Minutes,stats_standard_Goals,stats_standard_Assists,stats_standard_Yellow Cards,stats_standard_Red Cards,stats_standard_xG: Expected Goals,stats_standard_xAG: Exp. Assisted Goals,stats_standard_Progressive Carries,stats_standard_Progressive Passes,stats_standard_Progressive Passes Rec,stats_standard_Goals/90,stats_standard_Assists/90,stats_standard_xG/90,stats_standard_xAG/90,stats_shooting_Shots on Target %,stats_shooting_Shots on target/90,stats_shooting_Goals/Shot,stats_shooting_Average Shot Distance,stats_passing_Passes Completed,stats_passing_Pass Completion %,stats_passing_Total Passing Distance,stats_passing_Passes Completed (Short),stats_passing_Pass Completion % (Medium),stats_passing_Pass Completion % (Long),stats_passing_Key Passes,stats_passing_Passes into Final Third,stats_passing_Passes into Penalty Area,stats_passing_Crosses into Penalty Area,stats_passing_Progressive Passes,stats_gca_Shot-Creating Actions,stats_gca_Shot-Creating Actions/90,stats_gca_Goal-Creating Actions,stats_gca_Goal-Creating Actions/90,stats_defense_Tackles,stats_defense_Tackles Won,stats_defense_Dribbles Challenged,stats_defense_Challenges Lost,stats_defense_Blocks,stats_defense_Shots Blocked,stats_defense_Passes Blocked,stats_defense_Interceptions,stats_possession_Touches,stats_possession_Touches (Def Pen),stats_possession_Touches (Def 3rd),stats_possession_Touches (Mid 3rd),stats_possession_Touches (Att 3rd),stats_possession_Touches (Att Pen),stats_possession_Take-Ons Attempted,stats_possession_Successful Take-On %,stats_possession_Tackled During Take-On Percentage,stats_possession_Carries,stats_possession_Progressive Carrying Distance,stats_possession_Progressive Carries,stats_possession_Carries into Final Third,stats_possession_Carries into Penalty Area,stats_possession_Miscontrols,stats_possession_Dispossessed,stats_possession_Passes Received,stats_possession_Progressive Passes Rec,stats_misc_Yellow Cards,stats_misc_Red Cards,stats_misc_Fouls Committed,stats_misc_Fouls Drawn,stats_misc_Offsides,stats_misc_Crosses,stats_misc_Ball Recoveries,stats_misc_Aerials Won,stats_misc_Aerials Lost,stats_misc_% of Aerials Won,stats_keeper_Goals Against/90,stats_keeper_Save Percentage,stats_keeper_Clean Sheet Percentage,stats_keeper_Save% (Penalty Kicks)
Illia Zabarnyi,uaUKR,Bournemouth,DF,22-249,33,2842,0,0,3,1,1.1,0.6,25,128,4,0,0,0.03,0.02,0,0,0,9.8,1262,81.6,26615,341,90.8,52.8,11,134,6,0,128,28,0.89,0,0,46,32,44,14,33,20,13,38,1869,218,860,961,69,13,8,62.5,25,1158,4451,25,20,0,14,3,1168,4,3,1,18,6,0,5,143,72,40,64.3,N/a,N/a,N/a,N/a
Ismaila Sarr,snSEN,Crystal Palace,"MF,FW",27-072,35,2482,7,4,4,0,9.1,7.1,69,79,169,0.25,0.15,0.33,0.26,50,0.91,0.14,13.2,459,66.2,6835,248,71,46.8,39,27,39,9,79,101,3.66,10,0.36,21,10,23,16,24,8,16,9,1007,43,165,377,475,124,55,30.9,52.7,555,1930,69,42,26,64,42,684,169,4,0,13,54,11,55,103,32,46,41,N/a,N/a,N/a,N/a
Issa Diop,frFRA,Fulham,DF,28-119,21,1339,0,0,2,0,0.5,0.1,6,25,3,0,0,0.04,0.01,40,0.13,0,10.7,663,87.5,12350,233,92.9,52.9,3,43,1,0,25,6,0.4,0,0,26,12,18,5,10,7,3,9,903,125,498,381,26,13,2,50,50,533,1216,6,2,0,9,2,617,3,2,0,10,4,0,1,45,20,12,62.5,N/a,N/a,N/a,N/a
Jack Clarke,engENG,Ipswich Town,"FW,MF",24-166,29,1056,0,4,2,0,1,2,32,35,47,0,0.34,0.08,0.17,14.3,0.17,0,19.4,266,76.4,4343,138,86,48.3,23,25,6,0,35,40,3.41,5,0.43,28,17,32,16,6,0,6,7,486,22,115,198,187,32,42,52.4,33.3,272,1015,32,18,9,20,18,293,47,2,0,15,21,3,13,67,7,14,33.3,N/a,N/a,N/a,N/a
Jack Grealish,engENG,Manchester City,"FW,MF",29-240,19,720,1,1,3,0,1.1,1.8,69,52,118,0.12,0.12,0.14,0.23,33.3,0.62,0.07,16.3,381,87.6,5676,246,87.8,69.2,24,23,16,0,52,47,5.87,2,0.25,9,5,5,3,12,2,10,2,519,14,40,162,324,71,29,44.8,31,375,1714,69,23,46,10,16,422,118,3,0,5,25,0,20,26,1,7,12.5,N/a,N/a,N/a,N/a
Jack Harrison,engENG,Everton,FW,28-169,31,1900,1,0,0,0,3.3,3.7,64,45,116,0.05,0,0.16,0.17,22.2,0.28,0.04,16.3,379,63.1,6064,216,68.1,34.3,32,26,25,11,45,53,2.51,4,0.19,30,21,40,26,18,2,16,9,871,31,144,305,429,62,72,31.9,56.9,479,1491,64,34,14,50,37,562,116,0,0,13,26,4,118,65,4,26,13.3,N/a,N/a,N/a,N/a
Jack Hinshelwood,engENG,Brighton,"DF,MF",20-027,23,1744,2,2,5,0,1.5,1.3,18,63,47,0.1,0.1,0.08,0.07,42.9,0.31,0.14,14.3,828,83.4,12560,487,84.1,52.9,15,33,9,2,63,33,1.7,3,0.15,26,18,27,16,8,3,5,15,1137,50,316,528,299,27,11,18.2,72.7,565,1142,18,20,2,16,3,714,47,5,0,16,7,0,26,58,19,15,55.9,N/a,N/a,N/a,N/a
Jack Stephens,engENG,Southampton,DF,31-101,17,1209,1,0,2,2,0.6,0.2,13,53,2,0.07,0,0.04,0.01,50,0.15,0.25,11,786,92,13687,313,94.5,83,3,47,5,0,53,13,0.97,0,0,32,19,27,12,15,10,5,11,976,109,403,482,95,11,4,0,100,552,1209,13,12,1,3,3,690,2,2,2,12,4,1,1,41,6,8,42.9,N/a,N/a,N/a,N/a
Jack Taylor,ieIRL,Ipswich Town,MF,26-319,29,766,1,0,3,0,0.7,0.5,11,41,21,0.12,0,0.08,0.06,23.5,0.47,0.06,23,306,82.3,5426,133,88,55,5,29,8,1,41,21,2.46,2,0.23,20,10,23,11,10,3,7,9,477,28,140,259,89,8,9,44.4,33.3,232,755,11,10,1,10,6,303,21,3,0,16,4,0,6,48,7,7,50,N/a,N/a,N/a,N/a
Jacob Greaves,engENG,Ipswich Town,DF,24-238,22,1935,1,0,5,0,1.2,0,7,53,8,0.05,0,0.06,0,50,0.19,0.13,8.3,827,86.2,13641,390,89.5,41.9,2,63,1,0,53,13,0.6,0,0,36,19,33,12,36,24,12,18,1202,253,649,482,75,17,3,66.7,33.3,538,969,7,9,0,8,2,739,8,5,0,12,19,1,1,48,65,38,63.1,N/a,N/a,N/a,N/a
Jacob Murphy,engENG,Newcastle Utd,FW,30-073,32,2139,8,11,3,0,5.7,8.1,70,67,216,0.34,0.46,0.24,0.34,35.7,0.63,0.19,18.2,611,68.3,9226,367,67.5,42.4,38,49,35,14,67,73,3.07,14,0.59,22,15,31,15,31,0,31,11,1140,21,162,421,568,88,64,48.4,46.9,665,2081,70,31,25,30,34,824,216,3,0,11,14,3,110,92,4,15,21.1,N/a,N/a,N/a,N/a
Jacob Ramsey,engENG,Aston Villa,"FW,MF",23-345,27,1516,1,3,2,0,1.5,2.3,57,67,105,0.06,0.18,0.09,0.13,22.2,0.24,0.06,16.7,479,85.4,6395,325,84.9,75,20,31,21,1,67,51,3.03,8,0.47,30,15,20,10,21,3,18,7,726,12,136,259,344,67,42,57.1,23.8,474,1631,57,31,19,39,21,552,105,2,0,12,25,5,10,77,6,10,37.5,N/a,N/a,N/a,N/a
Jaden Philogene Bidace,engENG,Aston Villa,"FW,MF",23-089,11,332,0,0,4,1,0.5,0.3,7,4,17,0,0,0.13,0.08,0,0,0,16,63,73.3,850,40,85.7,66.7,1,1,3,0,4,5,1.36,0,0,11,5,6,2,5,0,5,3,145,4,27,54,66,14,15,26.7,53.3,75,239,7,5,7,7,3,83,17,4,1,12,8,1,4,21,0,5,0,N/a,N/a,N/a,N/a
Jadon Sancho,engENG,Chelsea,FW,25-044,29,1687,3,4,2,0,2.2,3.6,98,87,218,0.16,0.21,0.12,0.19,33.3,0.43,0.13,15.1,631,82.5,8571,391,84.2,51.9,36,26,47,0,87,67,3.57,10,0.53,10,6,12,7,9,0,9,2,926,11,115,269,552,119,95,47.4,40,626,2374,98,33,56,29,21,726,218,2,0,6,11,6,23,97,5,10,33.3,N/a,N/a,N/a,N/a
Jahmai Simpson-Pusey,engENG,Manchester City,DF,19-185,2,96,0,0,1,0,0,0,1,3,0,0,0,0,0,N/a,0,N/a,N/a,107,93,1754,47,96.6,42.9,0,3,0,0,3,0,0,0,0,1,0,1,1,1,1,0,0,123,9,61,59,3,1,1,0,0,79,190,1,0,0,1,0,101,0,1,0,0,1,0,0,3,1,3,25,N/a,N/a,N/a,N/a
Jake O'Brien,ieIRL,Everton,DF,23-358,18,1391,2,0,5,0,0.7,0.6,7,43,24,0.13,0,0.05,0.04,60,0.19,0.4,11.5,509,78.3,9400,220,80.1,64,6,41,8,5,43,16,1.04,0,0,24,16,24,8,16,4,12,4,805,69,321,352,135,18,10,40,50,356,743,7,6,2,5,5,428,24,5,0,13,4,3,18,51,33,27,55,N/a,N/a,N/a,N/a
Jakub Kiwior,plPOL,Arsenal,DF,25-082,14,852,1,0,0,0,0.2,0.3,5,36,0,0.11,0,0.02,0.03,33.3,0.11,0.33,18.5,532,90.9,9250,212,95.1,53.5,3,47,3,0,36,6,0.63,0,0,13,7,11,3,8,5,3,3,657,66,213,391,53,4,4,75,25,376,848,5,5,1,3,1,500,0,0,0,8,3,1,1,19,8,7,53.3,N/a,N/a,N/a,N/a
Jakub Stolarczyk,plPOL,Leicester City,GK,24-140,7,630,0,0,1,0,0,0,0,1,0,0,0,0,0,N/a,0,N/a,N/a,177,68.3,4770,53,98.4,43,0,2,0,0,1,0,0,0,0,2,1,2,1,0,0,0,0,277,208,272,6,0,0,0,N/a,N/a,157,430,0,0,0,1,0,158,0,1,0,0,0,0,0,8,4,0,100,1.71,61.3,14.3,N/a
James Bree,engENG,Southampton,DF,27-209,15,895,0,1,0,0,0.1,0.9,10,31,34,0,0.1,0.01,0.09,25,0.1,0,22.7,440,83.8,7028,209,88.4,51.1,10,26,6,5,31,15,1.51,1,0.1,15,10,17,10,8,3,5,8,602,42,194,263,150,10,8,50,25,319,713,10,11,0,6,4,389,34,0,0,2,4,0,24,56,12,5,70.6,N/a,N/a,N/a,N/a
James Garner,engENG,Everton,"MF,DF",24-056,18,1324,0,1,3,0,0.3,1.3,12,46,22,0,0.07,0.02,0.09,28.6,0.14,0,24.1,504,75,8821,219,83.5,46.5,12,50,6,3,46,33,2.24,5,0.34,41,27,35,16,15,3,12,17,819,36,196,417,213,9,16,37.5,62.5,399,684,12,15,1,12,7,451,22,3,0,18,14,0,52,64,10,8,55.6,N/a,N/a,N/a,N/a
James Hill,engENG,Bournemouth,DF,23-118,10,448,0,1,1,0,0.3,0.3,3,16,8,0,0.2,0.06,0.05,0,0,0,13.9,159,64.9,3098,51,77.3,36.2,3,20,6,0,16,8,1.61,1,0.2,15,8,11,8,5,0,5,9,319,19,99,167,54,8,2,50,50,146,295,3,6,0,2,0,179,8,1,0,7,5,0,10,13,14,12,53.8,N/a,N/a,N/a,N/a
James Justin,engENG,Leicester City,DF,27-074,33,2669,2,1,5,0,1.5,0.6,39,87,92,0.07,0.03,0.05,0.02,25,0.2,0.08,16,1093,77.8,16878,567,84.3,34.9,13,74,21,7,87,31,1.05,1,0.03,49,29,51,23,41,14,27,44,1775,134,616,804,365,37,30,30,43.3,797,1672,39,25,4,31,13,989,92,5,0,23,37,2,53,79,61,48,56,N/a,N/a,N/a,N/a
James Maddison,engENG,Tottenham,MF,28-166,31,1809,9,7,6,0,5.8,4.2,45,164,95,0.45,0.35,0.29,0.21,43.6,0.85,0.23,16.7,1021,81.3,16664,481,86.2,46.3,41,123,32,5,164,95,4.73,18,0.9,31,19,29,20,15,4,11,12,1464,26,210,691,576,77,77,42.9,44.2,1026,2279,45,39,20,23,25,1125,95,6,0,32,64,4,98,76,5,7,41.7,N/a,N/a,N/a,N/a
James Mcatee,engENG,Manchester City,"MF,FW",22-202,14,304,3,0,1,0,2.8,0.3,7,6,26,0.89,0,0.83,0.1,33.3,1.18,0.25,14.3,86,78.9,1301,47,88.1,33.3,2,7,2,0,6,3,0.89,1,0.3,4,2,7,6,8,0,8,2,151,2,17,60,75,20,7,28.6,71.4,83,189,7,5,1,5,1,108,26,1,0,5,3,0,5,8,2,3,40,N/a,N/a,N/a,N/a
James Milner,engENG,Brighton,MF,39-124,3,169,0,0,1,0,0.2,0.2,1,10,10,0,0,0.09,0.12,0,0,0,16,55,75.3,899,26,76.7,40,4,3,1,1,10,8,4.26,0,0,5,2,3,0,4,2,2,2,92,3,13,48,31,4,1,100,0,46,97,1,1,0,0,0,58,10,1,0,3,1,0,8,2,0,1,0,N/a,N/a,N/a,N/a
James Tarkowski,engENG,Everton,DF,32-170,33,2922,1,1,6,0,1.3,2.9,9,75,3,0.03,0.03,0.04,0.09,26.7,0.12,0.07,8.4,1045,81,22119,337,91.9,62.7,16,83,11,0,75,38,1.17,4,0.12,64,40,39,15,57,42,15,41,1706,355,974,635,106,57,7,71.4,28.6,727,1943,9,10,0,13,7,927,3,6,0,35,28,2,1,98,102,33,75.6,N/a,N/a,N/a,N/a
James Ward-Prowse,engENG,West Ham,MF,30-188,12,813,0,1,2,0,0.6,1.3,9,47,4,0,0.11,0.07,0.14,22.2,0.22,0,21.9,530,87.6,8912,277,91.8,57.5,15,62,4,1,47,26,2.88,1,0.11,15,10,13,9,6,3,3,5,668,28,142,404,122,5,5,40,60,321,674,9,13,0,3,6,459,4,2,0,10,2,0,39,43,6,4,60,N/a,N/a,N/a,N/a
Jamie Vardy,engENG,Leicester City,FW,38-117,33,2655,8,3,5,0,10.7,2.9,27,20,110,0.27,0.1,0.36,0.1,42.3,0.75,0.13,12.4,243,66.8,3497,134,77.7,68.4,18,10,9,1,20,44,1.49,9,0.3,18,13,13,9,8,4,4,5,555,29,57,255,248,105,21,42.9,47.6,264,645,27,11,14,34,12,356,110,5,0,22,21,25,11,35,49,51,49,N/a,N/a,N/a,N/a
Jan Bednarek,plPOL,Southampton,DF,29-026,29,2441,2,0,7,0,0.7,0.5,5,59,2,0.07,0,0.02,0.02,40,0.07,0.4,16,1547,92.7,27450,586,94.7,76.5,5,72,1,0,59,16,0.59,0,0,35,18,30,15,44,33,11,54,2011,365,1060,917,41,15,3,100,0,1035,1731,5,5,1,9,3,1294,2,7,0,31,12,0,1,106,68,36,65.4,N/a,N/a,N/a,N/a
Jan Paul van Hecke,nlNED,Brighton,DF,24-334,31,2688,1,1,8,1,1.3,1.5,53,216,5,0.03,0.03,0.04,0.05,31.3,0.17,0.06,14.1,1839,87.9,36200,639,93,65.4,13,207,16,4,216,48,1.61,3,0.1,40,26,38,18,32,19,13,23,2373,250,1006,1233,154,30,11,45.5,36.4,1572,6740,53,42,0,12,7,1665,5,8,1,23,23,0,11,120,78,48,61.9,N/a,N/a,N/a,N/a
Jannik Vestergaard,dkDEN,Leicester City,DF,32-278,18,1391,0,0,5,0,0.1,0.1,3,32,2,0,0,0.01,0.01,66.7,0.13,0,9.7,870,90.7,14697,397,93.7,59.3,3,34,1,0,32,7,0.45,0,0,22,10,15,6,21,14,7,16,1092,196,572,497,28,10,4,100,0,672,1458,3,3,0,2,0,757,2,5,0,12,4,0,0,46,26,19,57.8,N/a,N/a,N/a,N/a
Jarell Quansah,engENG,Liverpool,DF,22-099,12,405,0,0,2,0,0.1,0.1,2,16,4,0,0,0.02,0.02,0,0,0,8.9,293,91,5236,110,92.6,63,1,21,1,0,16,2,0.44,0,0,11,8,8,2,8,7,1,6,377,47,191,160,26,5,2,50,50,220,592,2,3,1,5,2,266,4,2,0,9,1,0,2,16,6,10,37.5,N/a,N/a,N/a,N/a
Jarrad Branthwaite,engENG,Everton,DF,22-315,28,2348,0,1,4,0,1.1,0.7,9,61,2,0,0.04,0.04,0.03,37.5,0.11,0,8.2,909,82.2,17777,337,90.5,55.3,3,80,2,0,61,13,0.5,2,0.08,36,20,27,7,30,22,8,23,1413,198,735,622,63,23,5,60,20,694,2253,9,13,2,8,3,826,2,4,0,10,17,1,5,84,53,38,58.2,N/a,N/a,N/a,N/a
Jarrod Bowen,engENG,West Ham,"FW,MF",28-139,31,2721,10,7,1,0,8,6.3,98,86,188,0.33,0.23,0.26,0.21,41,1.06,0.12,17.4,517,71.4,8610,273,76.4,55.6,49,37,43,7,86,104,3.44,13,0.43,37,24,37,20,21,3,18,16,1123,25,125,415,607,154,116,34.5,56.9,667,2311,98,43,56,68,70,736,188,1,0,19,49,10,101,120,12,46,20.7,N/a,N/a,N/a,N/a
Jason Steele,engENG,Brighton,GK,34-263,2,180,0,0,0,0,0,0,0,0,0,0,0,0,0,N/a,0,N/a,N/a,101,90.2,2321,21,96.9,65.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,107,114,0,0,0,0,N/a,N/a,91,151,0,0,0,0,0,83,0,0,0,0,1,0,0,7,1,1,50,0.5,75,50,N/a
Jean-Clair Todibo,frFRA,West Ham,DF,25-129,24,1564,0,0,2,0,0.2,0,9,31,5,0,0,0.01,0,0,0,0,14.6,788,87.4,14042,286,94,44.4,2,40,1,0,31,5,0.29,0,0,40,24,33,8,24,12,12,21,1090,146,603,452,44,10,14,50,50,623,1363,9,5,0,13,9,735,5,2,0,11,5,0,3,65,23,24,48.9,N/a,N/a,N/a,N/a
Jean-Philippe Mateta,frFRA,Crystal Palace,FW,27-314,34,2517,14,2,2,0,12.1,3.1,38,47,114,0.5,0.07,0.43,0.11,41,0.89,0.2,15.7,274,64.9,3631,167,62.1,31.8,27,32,15,2,47,56,2,8,0.29,17,12,16,13,16,3,13,2,695,24,58,333,318,87,43,44.2,46.5,373,916,38,20,8,70,43,511,114,2,0,27,26,17,25,64,60,99,37.7,N/a,N/a,N/a,N/a
Jean-Ricner Bellegarde,frFRA,Wolves,"MF,FW",26-315,32,1551,2,6,3,0,1.3,3.6,49,39,83,0.12,0.35,0.08,0.21,25,0.29,0.1,21.7,415,78.7,6398,239,80.9,56.4,26,27,17,8,39,53,3.08,10,0.58,37,22,19,6,19,3,16,10,756,24,139,339,295,45,60,23.3,51.7,464,1440,49,35,11,38,25,519,83,3,0,29,41,1,40,57,9,18,33.3,N/a,N/a,N/a,N/a
Jefferson Lerma,coCOL,Crystal Palace,"MF,DF",30-195,30,2034,0,1,8,0,1,1.5,11,86,25,0,0.04,0.04,0.06,29.2,0.31,0,19.4,777,75.4,13661,364,81.1,46.7,9,83,17,2,86,44,1.95,3,0.13,30,15,33,16,32,15,17,37,1274,95,404,655,225,27,12,50,33.3,597,1004,11,10,0,14,15,747,25,8,0,34,36,0,11,139,39,39,50,N/a,N/a,N/a,N/a
Jeffrey Schlupp,ghGHA,Crystal Palace,"MF,DF",32-136,12,103,0,0,0,0,0.2,0.2,4,5,9,0,0,0.14,0.14,50,1.75,0,17.7,39,78,591,16,78.3,50,3,4,2,0,5,7,6.06,0,0,2,0,3,3,6,0,6,0,79,2,9,31,41,6,1,100,0,30,67,4,1,1,7,0,41,9,0,0,1,0,0,4,6,3,4,42.9,N/a,N/a,N/a,N/a
Jens Cajuste,seSWE,Ipswich Town,MF,25-271,27,1783,1,0,2,0,0.5,0.6,23,46,16,0.05,0,0.02,0.03,10,0.05,0.1,21.3,576,82.4,9518,263,85.8,50,11,45,5,1,46,30,1.51,1,0.05,39,19,47,28,24,9,15,25,911,59,263,477,185,11,46,54.3,32.6,421,1182,23,21,3,21,14,522,16,2,0,21,21,0,9,99,12,21,36.4,N/a,N/a,N/a,N/a
Jeremy Doku,beBEL,Manchester City,"FW,MF",22-346,26,1397,3,6,1,0,1,4.4,189,66,259,0.19,0.39,0.07,0.28,37.5,0.58,0.13,18.2,558,79.3,7829,367,82.4,66.7,28,12,44,5,66,68,4.38,13,0.84,28,19,14,7,10,1,9,4,944,4,42,220,705,135,185,55.1,29.2,731,4355,189,88,90,52,55,786,259,1,0,7,31,5,51,57,0,11,0,N/a,N/a,N/a,N/a
Jesper Lindstrøm,dkDEN,Everton,FW,25-068,25,1239,0,1,2,0,2.1,2,30,25,81,0,0.07,0.15,0.15,35.7,0.73,0,21,297,69.4,4593,194,65.7,44.6,19,18,12,7,25,46,3.35,1,0.07,45,25,55,36,15,3,12,12,625,22,127,206,303,40,43,18.6,72.1,302,780,30,19,7,31,24,347,81,2,0,15,10,1,71,70,6,12,33.3,N/a,N/a,N/a,N/a
Joachim Andersen,dkDEN,Fulham,DF,28-342,26,2313,0,0,5,1,1,0.3,13,105,2,0,0,0.04,0.01,100,1,0,25.2,61,73.5,1227,19,83.8,42.9,0,9,1,0,4,1,1,0,0,1,1,2,1,0,0,0,0,93,14,38,50,5,0,0,N/a,N/a,49,103,1,1,0,0,1,67,1,1,0,2,0,0,1,7,2,0,100,N/a,N/a,N/a,N/a
Joe Aribo,ngNGA,Southampton,"MF,DF",28-291,30,1909,3,0,1,0,2.7,1.6,35,71,64,0.14,0,0.13,0.07,41.2,0.33,0.18,14,878,88.5,13041,480,90.9,68.9,16,50,4,1,71,37,1.75,1,0.05,44,30,34,17,24,9,15,20,1203,46,288,632,294,44,46,39.1,47.8,708,1923,35,28,12,25,16,879,64,1,0,20,28,1,10,110,25,21,54.3,N/a,N/a,N/a,N/a
Joe Gomez,engENG,Liverpool,DF,27-350,9,519,0,0,1,0,0.3,0.1,5,35,2,0,0,0.06,0.02,66.7,0.35,0,11.9,377,88.7,6689,155,93.6,61.9,2,29,0,0,35,5,0.87,1,0.17,13,10,16,5,9,6,3,7,481,54,183,264,37,5,0,N/a,N/a,303,947,5,2,1,1,2,335,2,1,0,2,3,0,2,34,9,4,69.2,N/a,N/a,N/a,N/a
Joe Lumley,engENG,Southampton,GK,30-082,3,270,0,0,0,0,0,0,0,0,0,0,0,0,0,N/a,0,N/a,N/a,106,70.2,2342,42,91.3,35.6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,116,161,3,0,0,0,N/a,N/a,103,296,0,0,0,0,0,108,0,0,0,0,0,0,0,2,2,1,66.7,2.33,65,0,N/a
Joe Willock,engENG,Newcastle Utd,"MF,FW",25-261,30,1026,0,2,3,0,1.6,1.9,36,38,82,0,0.18,0.14,0.17,17.6,0.26,0,15.4,281,82.4,4022,164,87,45.5,21,25,8,0,38,44,3.86,4,0.35,28,16,29,11,24,6,18,6,503,12,73,214,227,51,34,35.3,47.1,302,984,36,27,14,35,23,347,82,3,0,22,13,3,16,40,5,14,26.3,N/a,N/a,N/a,N/a
Joelinton,brBRA,Newcastle Utd,"MF,FW",28-267,29,2393,4,3,10,0,3.9,2.5,40,116,110,0.15,0.11,0.15,0.09,28.9,0.49,0.09,14,863,82.7,12199,529,86.6,60,23,80,17,2,116,61,2.29,9,0.34,57,35,44,19,37,7,30,23,1360,67,256,670,448,83,46,32.6,60.9,729,1786,40,26,9,39,53,934,110,10,0,58,35,7,16,149,59,46,56.2,N/a,N/a,N/a,N/a
John McGinn,sctSCO,Aston Villa,"MF,FW",30-202,31,2052,1,4,7,0,2.9,3.4,31,96,72,0.04,0.18,0.13,0.15,19.2,0.22,0.04,16.2,658,82.5,11150,313,86.4,59,29,66,27,7,96,68,2.98,7,0.31,31,22,27,16,21,2,19,14,999,28,158,532,319,52,44,40.9,27.3,547,1194,31,16,6,33,25,700,72,7,0,43,67,3,54,94,16,11,59.3,N/a,N/a,N/a,N/a
John Stones,engENG,Manchester City,"DF,MF",30-345,11,548,2,0,1,0,0.4,0.1,10,21,2,0.33,0,0.07,0.01,100,0.33,1,5.1,367,91.1,6382,169,92.5,77.5,2,42,0,0,21,8,1.31,2,0.33,6,2,5,0,5,3,2,4,442,40,142,234,68,4,2,100,0,292,1183,10,14,0,2,0,333,2,1,0,2,2,0,0,22,8,6,57.1,N/a,N/a,N/a,N/a
Jonny Evans,nirNIR,Manchester Utd,DF,37-125,6,290,0,0,1,0,0.1,0,1,8,2,0,0,0.03,0,0,0,0,8.4,174,88.8,2809,82,90,50,0,9,1,0,8,2,0.62,0,0,7,5,4,2,2,1,1,4,223,30,125,91,11,2,1,100,0,128,183,1,0,0,1,0,137,2,1,0,5,6,0,0,15,8,3,72.7,N/a,N/a,N/a,N/a
Jordan Ayew,ghGHA,Leicester City,"FW,MF",33-239,27,1425,5,0,5,0,3,1,42,37,77,0.32,0,0.19,0.06,0,0,0,5.5,8,80,167,3,66.7,100,1,0,0,0,0,1,4.29,0,0,1,0,0,0,0,0,0,0,12,0,0,7,5,1,0,N/a,N/a,6,12,0,0,0,0,1,9,1,1,0,1,0,0,1,1,1,1,50,N/a,N/a,N/a,N/a
Jordan Pickford,engENG,Everton,GK,31-062,35,3150,0,1,7,0,0,0.4,0,0,0,0,0.03,0,0.01,N/a,0,N/a,N/a,971,66.5,30852,143,98.4,46.3,2,68,8,0,0,12,0.34,2,0.06,1,0,2,1,0,0,0,1,1561,1009,1494,68,0,0,0,N/a,N/a,895,3246,0,0,0,2,0,788,0,7,0,0,7,0,0,31,4,1,80,1.23,71.1,28.6,100
Jorge Cuenca,esESP,Fulham,DF,25-172,6,259,0,0,0,0,0,0,0,9,0,0,0,0.01,0,0,0,0,13.1,102,83.6,1768,34,88.2,42.9,0,7,0,0,9,1,0.35,0,0,2,2,5,3,3,3,0,2,152,23,88,59,6,1,2,100,0,65,116,0,1,0,1,0,92,0,0,0,2,2,0,1,9,6,3,66.7,N/a,N/a,N/a,N/a
Jorginho,itITA,Arsenal,MF,33-139,14,703,0,0,5,0,0.1,0.4,12,48,6,0,0,0.01,0.05,0,0,0,23.2,410,86.7,6450,215,88.4,58.3,3,44,10,0,48,12,1.55,0,0,12,4,20,12,3,0,3,7,519,9,92,303,130,3,4,25,50,302,874,12,13,0,10,9,388,6,5,0,15,17,0,1,54,1,6,14.3,N/a,N/a,N/a,N/a
Joshua Acheampong,engENG,Chelsea,DF,19-003,4,170,0,0,1,0,0.2,0,0,8,0,0,0,0.12,0,0,0,0,8.9,104,83.9,2025,29,92.6,55,0,6,0,0,8,2,1.06,0,0,2,1,2,0,1,0,1,1,137,7,48,81,8,3,2,50,0,106,409,0,2,0,2,0,111,0,1,0,0,1,0,0,7,1,6,14.3,N/a,N/a,N/a,N/a
Joshua Zirkzee,nlNED,Manchester Utd,"FW,MF",23-351,32,1402,3,1,2,0,4.8,1.5,14,44,69,0.19,0.06,0.31,0.1,39.3,0.71,0.11,13.1,292,71.2,3600,196,74.4,50,12,26,6,0,44,31,1.99,3,0.19,14,8,10,5,15,4,11,6,587,16,71,303,219,56,35,31.4,68.6,327,523,14,21,4,41,30,418,69,2,0,9,13,3,4,57,21,54,28,N/a,N/a,N/a,N/a
José Sá,ptPOR,Wolves,GK,32-111,27,2430,0,0,2,0,0,0.1,0,2,0,0,0,0,0.01,N/a,0,N/a,N/a,544,63.8,14150,107,97.1,30.8,2,18,1,0,2,4,0.15,0,0,2,2,2,0,0,0,0,0,911,725,903,9,0,0,7,100,0,565,2205,0,0,0,1,0,450,0,2,0,4,8,0,0,31,9,1,90,1.67,62,25.9,33.3
Jota Silva,ptPOR,Nott'ham Forest,"FW,MF",25-280,28,844,3,1,5,0,2,2.9,20,18,58,0.32,0.11,0.22,0.31,31.8,0.75,0.14,14.5,115,60.5,1635,65,60.3,35.3,14,4,9,3,18,29,3.09,3,0.32,25,13,25,20,9,1,8,12,347,19,82,98,178,45,33,30.3,42.4,172,610,20,12,8,24,12,198,58,5,0,24,23,8,21,42,21,27,43.8,N/a,N/a,N/a,N/a
