Player,stats_standard_Nation,stats_standard_Squad,stats_standard_Position,stats_standard_Current age,stats_standard_Matches Played,stats_standard_Minutes,stats_standard_Goals,stats_standard_Assists,stats_standard_Yellow Cards,stats_standard_Red Cards,stats_standard_xG: Expected Goals,stats_standard_xAG: Exp. Assisted Goals,stats_standard_Progressive Carries,stats_standard_Progressive Passes,stats_standard_Progressive Passes Rec,stats_standard_Goals/90,stats_standard_Assists/90,stats_standard_xG/90,stats_standard_xAG/90,stats_shooting_Shots on Target %,stats_shooting_Shots on target/90,stats_shooting_Goals/Shot,stats_shooting_Average Shot Distance,stats_passing_Passes Completed,stats_passing_Pass Completion %,stats_passing_Total Passing Distance,stats_passing_Passes Completed (Short),stats_passing_Pass Completion % (Medium),stats_passing_Pass Completion % (Long),stats_passing_Key Passes,stats_passing_Passes into Final Third,stats_passing_Passes into Penalty Area,stats_passing_Crosses into Penalty Area,stats_passing_Progressive Passes,stats_gca_Shot-Creating Actions,stats_gca_Shot-Creating Actions/90,stats_gca_Goal-Creating Actions,stats_gca_Goal-Creating Actions/90,stats_defense_Tackles,stats_defense_Tackles Won,stats_defense_Dribbles Challenged,stats_defense_Challenges Lost,stats_defense_Blocks,stats_defense_Shots Blocked,stats_defense_Passes Blocked,stats_defense_Interceptions,stats_possession_Touches,stats_possession_Touches (Def Pen),stats_possession_Touches (Def 3rd),stats_possession_Touches (Mid 3rd),stats_possession_Touches (Att 3rd),stats_possession_Touches (Att Pen),stats_possession_Take-Ons Attempted,stats_possession_Successful Take-On %,stats_possession_Tackled During Take-On Percentage,stats_possession_Carries,stats_possession_Progressive Carrying Distance,stats_possession_Progressive Carries,stats_possession_Carries into Final Third,stats_possession_Carries into Penalty Area,stats_possession_Miscontrols,stats_possession_Dispossessed,stats_possession_Passes Received,stats_possession_Progressive Passes Rec,stats_misc_Yellow Cards,stats_misc_Red Cards,stats_misc_Fouls Committed,stats_misc_Fouls Drawn,stats_misc_Offsides,stats_misc_Crosses,stats_misc_Ball Recoveries,stats_misc_Aerials Won,stats_misc_Aerials Lost,stats_misc_% of Aerials Won,stats_keeper_Goals Against/90,stats_keeper_Save Percentage,stats_keeper_Clean Sheet Percentage,stats_keeper_Save% (Penalty Kicks),player_name,team,price,skill/pot
iliman ndiaye,snSEN,Everton,FW,25-063,30,2252,7,0,3,0,5.2,1.6,81,50,115,0.28,0,0.21,0.06,40.6,0.52,0.16,17.4,543,80.8,8134,317,86.1,68,17,35,14,5,50,59,2.36,5,0.2,48,25,45,26,27,5,22,17,1000,34,202,411,435,77,137,46,46.7,575,2221,81,41,30,49,43,612,115,3,0,24,47,5,38,163,6,19,24,N/a,N/a,N/a,N/a,iliman ndiaye,Everton,€25.7M,68.5/72.9
illia zabarnyi,uaUKR,Bournemouth,DF,22-249,33,2842,0,0,3,1,1.1,0.6,25,128,4,0,0,0.03,0.02,0,0,0,9.8,1262,81.6,26615,341,90.8,52.8,11,134,6,0,128,28,0.89,0,0,46,32,44,14,33,20,13,38,1869,218,860,961,69,13,8,62.5,25,1158,4451,25,20,0,14,3,1168,4,3,1,18,6,0,5,143,72,40,64.3,N/a,N/a,N/a,N/a,illia zabarnyi,B'mouth,€58.8M,75.3/88.1
issa diop,frFRA,Fulham,DF,28-119,21,1339,0,0,2,0,0.5,0.1,6,25,3,0,0,0.04,0.01,40,0.13,0,10.7,663,87.5,12350,233,92.9,52.9,3,43,1,0,25,6,0.4,0,0,26,12,18,5,10,7,3,9,903,125,498,381,26,13,2,50,50,533,1216,6,2,0,9,2,617,3,2,0,10,4,0,1,45,20,12,62.5,N/a,N/a,N/a,N/a,issa diop,Fulham,€17.9M,70.8/71.5
jack clarke,engENG,Ipswich Town,"FW,MF",24-166,29,1056,0,4,2,0,1,2,32,35,47,0,0.34,0.08,0.17,14.3,0.17,0,19.4,266,76.4,4343,138,86,48.3,23,25,6,0,35,40,3.41,5,0.43,28,17,32,16,6,0,6,7,486,22,115,198,187,32,42,52.4,33.3,272,1015,32,18,9,20,18,293,47,2,0,15,21,3,13,67,7,14,33.3,N/a,N/a,N/a,N/a,jack clarke,Ipswich Town,€19.4M,62.8/67.8
jack harrison,engENG,Everton,FW,28-169,31,1900,1,0,0,0,3.3,3.7,64,45,116,0.05,0,0.16,0.17,22.2,0.28,0.04,16.3,379,63.1,6064,216,68.1,34.3,32,26,25,11,45,53,2.51,4,0.19,30,21,40,26,18,2,16,9,871,31,144,305,429,62,72,31.9,56.9,479,1491,64,34,14,50,37,562,116,0,0,13,26,4,118,65,4,26,13.3,N/a,N/a,N/a,N/a,jack harrison,Everton,€17.7M,72.0/72.0
jack hinshelwood,engENG,Brighton,"DF,MF",20-027,23,1744,2,2,5,0,1.5,1.3,18,63,47,0.1,0.1,0.08,0.07,42.9,0.31,0.14,14.3,828,83.4,12560,487,84.1,52.9,15,33,9,2,63,33,1.7,3,0.15,26,18,27,16,8,3,5,15,1137,50,316,528,299,27,11,18.2,72.7,565,1142,18,20,2,16,3,714,47,5,0,16,7,0,26,58,19,15,55.9,N/a,N/a,N/a,N/a,jack hinshelwood,Brighton,€9.2M,68.5/84.7
jack stephens,engENG,Southampton,DF,31-101,17,1209,1,0,2,2,0.6,0.2,13,53,2,0.07,0,0.04,0.01,50,0.15,0.25,11,786,92,13687,313,94.5,83,3,47,5,0,53,13,0.97,0,0,32,19,27,12,15,10,5,11,976,109,403,482,95,11,4,0,100,552,1209,13,12,1,3,3,690,2,2,2,12,4,1,1,41,6,8,42.9,N/a,N/a,N/a,N/a,jack stephens,Southampton,€1.4M,60.6/61.0
jacob greaves,engENG,Ipswich Town,DF,24-238,22,1935,1,0,5,0,1.2,0,7,53,8,0.05,0,0.06,0,50,0.19,0.13,8.3,827,86.2,13641,390,89.5,41.9,2,63,1,0,53,13,0.6,0,0,36,19,33,12,36,24,12,18,1202,253,649,482,75,17,3,66.7,33.3,538,969,7,9,0,8,2,739,8,5,0,12,19,1,1,48,65,38,63.1,N/a,N/a,N/a,N/a,jacob greaves,Ipswich Town,€25.1M,65.2/73.1
jacob murphy,engENG,Newcastle Utd,FW,30-073,32,2139,8,11,3,0,5.7,8.1,70,67,216,0.34,0.46,0.24,0.34,35.7,0.63,0.19,18.2,611,68.3,9226,367,67.5,42.4,38,49,35,14,67,73,3.07,14,0.59,22,15,31,15,31,0,31,11,1140,21,162,421,568,88,64,48.4,46.9,665,2081,70,31,25,30,34,824,216,3,0,11,14,3,110,92,4,15,21.1,N/a,N/a,N/a,N/a,jacob murphy,Newcastle Utd.,€17.9M,77.2/77.2
jacob ramsey,engENG,Aston Villa,"FW,MF",23-345,27,1516,1,3,2,0,1.5,2.3,57,67,105,0.06,0.18,0.09,0.13,22.2,0.24,0.06,16.7,479,85.4,6395,325,84.9,75,20,31,21,1,67,51,3.03,8,0.47,30,15,20,10,21,3,18,7,726,12,136,259,344,67,42,57.1,23.8,474,1631,57,31,19,39,21,552,105,2,0,12,25,5,10,77,6,10,37.5,N/a,N/a,N/a,N/a,jacob ramsey,Aston Villa,€45.8M,78.8/85.9
jadon sancho,engENG,Chelsea,FW,25-044,29,1687,3,4,2,0,2.2,3.6,98,87,218,0.16,0.21,0.12,0.19,33.3,0.43,0.13,15.1,631,82.5,8571,391,84.2,51.9,36,26,47,0,87,67,3.57,10,0.53,10,6,12,7,9,0,9,2,926,11,115,269,552,119,95,47.4,40,626,2374,98,33,56,29,21,726,218,2,0,6,11,6,23,97,5,10,33.3,N/a,N/a,N/a,N/a,jadon sancho,Chelsea,€37.7M,78.9/85.6
jake o'brien,ieIRL,Everton,DF,23-358,18,1391,2,0,5,0,0.7,0.6,7,43,24,0.13,0,0.05,0.04,60,0.19,0.4,11.5,509,78.3,9400,220,80.1,64,6,41,8,5,43,16,1.04,0,0,24,16,24,8,16,4,12,4,805,69,321,352,135,18,10,40,50,356,743,7,6,2,5,5,428,24,5,0,13,4,3,18,51,33,27,55,N/a,N/a,N/a,N/a,jake o'brien,Everton,€19.7M,65.4/69.0
james garner,engENG,Everton,"MF,DF",24-056,18,1324,0,1,3,0,0.3,1.3,12,46,22,0,0.07,0.02,0.09,28.6,0.14,0,24.1,504,75,8821,219,83.5,46.5,12,50,6,3,46,33,2.24,5,0.34,41,27,35,16,15,3,12,17,819,36,196,417,213,9,16,37.5,62.5,399,684,12,15,1,12,7,451,22,3,0,18,14,0,52,64,10,8,55.6,N/a,N/a,N/a,N/a,james garner,Everton,€23.2M,74.9/80.4
james justin,engENG,Leicester City,DF,27-074,33,2669,2,1,5,0,1.5,0.6,39,87,92,0.07,0.03,0.05,0.02,25,0.2,0.08,16,1093,77.8,16878,567,84.3,34.9,13,74,21,7,87,31,1.05,1,0.03,49,29,51,23,41,14,27,44,1775,134,616,804,365,37,30,30,43.3,797,1672,39,25,4,31,13,989,92,5,0,23,37,2,53,79,61,48,56,N/a,N/a,N/a,N/a,james justin,Leicester,€17M,67.9/70.6
james maddison,engENG,Tottenham,MF,28-166,31,1809,9,7,6,0,5.8,4.2,45,164,95,0.45,0.35,0.29,0.21,43.6,0.85,0.23,16.7,1021,81.3,16664,481,86.2,46.3,41,123,32,5,164,95,4.73,18,0.9,31,19,29,20,15,4,11,12,1464,26,210,691,576,77,77,42.9,44.2,1026,2279,45,39,20,23,25,1125,95,6,0,32,64,4,98,76,5,7,41.7,N/a,N/a,N/a,N/a,james maddison,Tottenham,€58.1M,81.2/81.2
james tarkowski,engENG,Everton,DF,32-170,33,2922,1,1,6,0,1.3,2.9,9,75,3,0.03,0.03,0.04,0.09,26.7,0.12,0.07,8.4,1045,81,22119,337,91.9,62.7,16,83,11,0,75,38,1.17,4,0.12,64,40,39,15,57,42,15,41,1706,355,974,635,106,57,7,71.4,28.6,727,1943,9,10,0,13,7,927,3,6,0,35,28,2,1,98,102,33,75.6,N/a,N/a,N/a,N/a,james tarkowski,Everton,€11.8M,74.9/74.9
jamie vardy,engENG,Leicester City,FW,38-117,33,2655,8,3,5,0,10.7,2.9,27,20,110,0.27,0.1,0.36,0.1,42.3,0.75,0.13,12.4,243,66.8,3497,134,77.7,68.4,18,10,9,1,20,44,1.49,9,0.3,18,13,13,9,8,4,4,5,555,29,57,255,248,105,21,42.9,47.6,264,645,27,11,14,34,12,356,110,5,0,22,21,25,11,35,49,51,49,N/a,N/a,N/a,N/a,jamie vardy,Leicester,€1M,67.3/69.5
jan bednarek,plPOL,Southampton,DF,29-026,29,2441,2,0,7,0,0.7,0.5,5,59,2,0.07,0,0.02,0.02,40,0.07,0.4,16,1547,92.7,27450,586,94.7,76.5,5,72,1,0,59,16,0.59,0,0,35,18,30,15,44,33,11,54,2011,365,1060,917,41,15,3,100,0,1035,1731,5,5,1,9,3,1294,2,7,0,31,12,0,1,106,68,36,65.4,N/a,N/a,N/a,N/a,jan bednarek,Southampton,€12.9M,63.8/64.6
jan paul van hecke,nlNED,Brighton,DF,24-334,31,2688,1,1,8,1,1.3,1.5,53,216,5,0.03,0.03,0.04,0.05,31.3,0.17,0.06,14.1,1839,87.9,36200,639,93,65.4,13,207,16,4,216,48,1.61,3,0.1,40,26,38,18,32,19,13,23,2373,250,1006,1233,154,30,11,45.5,36.4,1572,6740,53,42,0,12,7,1665,5,8,1,23,23,0,11,120,78,48,61.9,N/a,N/a,N/a,N/a,jan paul van hecke,Brighton,€42.4M,72.3/78.6
jannik vestergaard,dkDEN,Leicester City,DF,32-278,18,1391,0,0,5,0,0.1,0.1,3,32,2,0,0,0.01,0.01,66.7,0.13,0,9.7,870,90.7,14697,397,93.7,59.3,3,34,1,0,32,7,0.45,0,0,22,10,15,6,21,14,7,16,1092,196,572,497,28,10,4,100,0,672,1458,3,3,0,2,0,757,2,5,0,12,4,0,0,46,26,19,57.8,N/a,N/a,N/a,N/a,jannik vestergaard,Leicester,€2M,61.7/61.7
jarrad branthwaite,engENG,Everton,DF,22-315,28,2348,0,1,4,0,1.1,0.7,9,61,2,0,0.04,0.04,0.03,37.5,0.11,0,8.2,909,82.2,17777,337,90.5,55.3,3,80,2,0,61,13,0.5,2,0.08,36,20,27,7,30,22,8,23,1413,198,735,622,63,23,5,60,20,694,2253,9,13,2,8,3,826,2,4,0,10,17,1,5,84,53,38,58.2,N/a,N/a,N/a,N/a,jarrad branthwaite,Everton,€32.2M,77.2/85.6
jarrod bowen,engENG,West Ham,"FW,MF",28-139,31,2721,10,7,1,0,8,6.3,98,86,188,0.33,0.23,0.26,0.21,41,1.06,0.12,17.4,517,71.4,8610,273,76.4,55.6,49,37,43,7,86,104,3.44,13,0.43,37,24,37,20,21,3,18,16,1123,25,125,415,607,154,116,34.5,56.9,667,2311,98,43,56,68,70,736,188,1,0,19,49,10,101,120,12,46,20.7,N/a,N/a,N/a,N/a,jarrod bowen,West Ham United,€48.1M,73.5/75.3
jean-clair todibo,frFRA,West Ham,DF,25-129,24,1564,0,0,2,0,0.2,0,9,31,5,0,0,0.01,0,0,0,0,14.6,788,87.4,14042,286,94,44.4,2,40,1,0,31,5,0.29,0,0,40,24,33,8,24,12,12,21,1090,146,603,452,44,10,14,50,50,623,1363,9,5,0,13,9,735,5,2,0,11,5,0,3,65,23,24,48.9,N/a,N/a,N/a,N/a,jean-clair todibo,West Ham United,€36M,73.4/77.6
jean-philippe mateta,frFRA,Crystal Palace,FW,27-314,34,2517,14,2,2,0,12.1,3.1,38,47,114,0.5,0.07,0.43,0.11,41,0.89,0.2,15.7,274,64.9,3631,167,62.1,31.8,27,32,15,2,47,56,2,8,0.29,17,12,16,13,16,3,13,2,695,24,58,333,318,87,43,44.2,46.5,373,916,38,20,8,70,43,511,114,2,0,27,26,17,25,64,60,99,37.7,N/a,N/a,N/a,N/a,jean-philippe mateta,C. Palace,€31.7M,74.8/74.8
jean-ricner bellegarde,frFRA,Wolves,"MF,FW",26-315,32,1551,2,6,3,0,1.3,3.6,49,39,83,0.12,0.35,0.08,0.21,25,0.29,0.1,21.7,415,78.7,6398,239,80.9,56.4,26,27,17,8,39,53,3.08,10,0.58,37,22,19,6,19,3,16,10,756,24,139,339,295,45,60,23.3,51.7,464,1440,49,35,11,38,25,519,83,3,0,29,41,1,40,57,9,18,33.3,N/a,N/a,N/a,N/a,jean-ricner bellegarde,Wolverhampton,€21.3M,68.6/69.1
jefferson lerma,coCOL,Crystal Palace,"MF,DF",30-195,30,2034,0,1,8,0,1,1.5,11,86,25,0,0.04,0.04,0.06,29.2,0.31,0,19.4,777,75.4,13661,364,81.1,46.7,9,83,17,2,86,44,1.95,3,0.13,30,15,33,16,32,15,17,37,1274,95,404,655,225,27,12,50,33.3,597,1004,11,10,0,14,15,747,25,8,0,34,36,0,11,139,39,39,50,N/a,N/a,N/a,N/a,jefferson lerma,C. Palace,€13.6M,70.8/70.8
jens cajuste,seSWE,Ipswich Town,MF,25-271,27,1783,1,0,2,0,0.5,0.6,23,46,16,0.05,0,0.02,0.03,10,0.05,0.1,21.3,576,82.4,9518,263,85.8,50,11,45,5,1,46,30,1.51,1,0.05,39,19,47,28,24,9,15,25,911,59,263,477,185,11,46,54.3,32.6,421,1182,23,21,3,21,14,522,16,2,0,21,21,0,9,99,12,21,36.4,N/a,N/a,N/a,N/a,jens cajuste,Ipswich Town,€15.5M,66.1/68.8
jesper lindstrøm,dkDEN,Everton,FW,25-068,25,1239,0,1,2,0,2.1,2,30,25,81,0,0.07,0.15,0.15,35.7,0.73,0,21,297,69.4,4593,194,65.7,44.6,19,18,12,7,25,46,3.35,1,0.07,45,25,55,36,15,3,12,12,625,22,127,206,303,40,43,18.6,72.1,302,780,30,19,7,31,24,347,81,2,0,15,10,1,71,70,6,12,33.3,N/a,N/a,N/a,N/a,jesper lindstrøm,Everton,€24.4M,70.6/73.7
joachim andersen,dkDEN,Fulham,DF,28-342,26,2313,0,0,5,1,1,0.3,13,105,2,0,0,0.04,0.01,100,1,0,25.2,61,73.5,1227,19,83.8,42.9,0,9,1,0,4,1,1,0,0,1,1,2,1,0,0,0,0,93,14,38,50,5,0,0,N/a,N/a,49,103,1,1,0,0,1,67,1,1,0,2,0,0,1,7,2,0,100,N/a,N/a,N/a,N/a,joachim andersen,Fulham,€31.4M,78.6/78.6
joe aribo,ngNGA,Southampton,"MF,DF",28-291,30,1909,3,0,1,0,2.7,1.6,35,71,64,0.14,0,0.13,0.07,41.2,0.33,0.18,14,878,88.5,13041,480,90.9,68.9,16,50,4,1,71,37,1.75,1,0.05,44,30,34,17,24,9,15,20,1203,46,288,632,294,44,46,39.1,47.8,708,1923,35,28,12,25,16,879,64,1,0,20,28,1,10,110,25,21,54.3,N/a,N/a,N/a,N/a,joe aribo,Southampton,€6.9M,63.3/64.1
joe willock,engENG,Newcastle Utd,"MF,FW",25-261,30,1026,0,2,3,0,1.6,1.9,36,38,82,0,0.18,0.14,0.17,17.6,0.26,0,15.4,281,82.4,4022,164,87,45.5,21,25,8,0,38,44,3.86,4,0.35,28,16,29,11,24,6,18,6,503,12,73,214,227,51,34,35.3,47.1,302,984,36,27,14,35,23,347,82,3,0,22,13,3,16,40,5,14,26.3,N/a,N/a,N/a,N/a,joe willock,Newcastle Utd.,€35.8M,73.3/77.4
joelinton,brBRA,Newcastle Utd,"MF,FW",28-267,29,2393,4,3,10,0,3.9,2.5,40,116,110,0.15,0.11,0.15,0.09,28.9,0.49,0.09,14,863,82.7,12199,529,86.6,60,23,80,17,2,116,61,2.29,9,0.34,57,35,44,19,37,7,30,23,1360,67,256,670,448,83,46,32.6,60.9,729,1786,40,26,9,39,53,934,110,10,0,58,35,7,16,149,59,46,56.2,N/a,N/a,N/a,N/a,joelinton,Newcastle Utd.,€47.5M,77.0/77.0
john mcginn,sctSCO,Aston Villa,"MF,FW",30-202,31,2052,1,4,7,0,2.9,3.4,31,96,72,0.04,0.18,0.13,0.15,19.2,0.22,0.04,16.2,658,82.5,11150,313,86.4,59,29,66,27,7,96,68,2.98,7,0.31,31,22,27,16,21,2,19,14,999,28,158,532,319,52,44,40.9,27.3,547,1194,31,16,6,33,25,700,72,7,0,43,67,3,54,94,16,11,59.3,N/a,N/a,N/a,N/a,john mcginn,Aston Villa,€22.5M,77.0/77.0
jordan ayew,ghGHA,Leicester City,"FW,MF",33-239,27,1425,5,0,5,0,3,1,42,37,77,0.32,0,0.19,0.06,0,0,0,5.5,8,80,167,3,66.7,100,1,0,0,0,0,1,4.29,0,0,1,0,0,0,0,0,0,0,12,0,0,7,5,1,0,N/a,N/a,6,12,0,0,0,0,1,9,1,1,0,1,0,0,1,1,1,1,50,N/a,N/a,N/a,N/a,jordan ayew,Leicester,€4.2M,65.5/66.4
jordan pickford,engENG,Everton,GK,31-062,35,3150,0,1,7,0,0,0.4,0,0,0,0,0.03,0,0.01,N/a,0,N/a,N/a,971,66.5,30852,143,98.4,46.3,2,68,8,0,0,12,0.34,2,0.06,1,0,2,1,0,0,0,1,1561,1009,1494,68,0,0,0,N/a,N/a,895,3246,0,0,0,2,0,788,0,7,0,0,7,0,0,31,4,1,80,1.23,71.1,28.6,100,jordan pickford,Everton,€22.6M,75.3/75.3
joshua zirkzee,nlNED,Manchester Utd,"FW,MF",23-351,32,1402,3,1,2,0,4.8,1.5,14,44,69,0.19,0.06,0.31,0.1,39.3,0.71,0.11,13.1,292,71.2,3600,196,74.4,50,12,26,6,0,44,31,1.99,3,0.19,14,8,10,5,15,4,11,6,587,16,71,303,219,56,35,31.4,68.6,327,523,14,21,4,41,30,418,69,2,0,9,13,3,4,57,21,54,28,N/a,N/a,N/a,N/a,joshua zirkzee,Man Utd,€43.7M,73.5/80.1
josé sá,ptPOR,Wolves,GK,32-111,27,2430,0,0,2,0,0,0.1,0,2,0,0,0,0,0.01,N/a,0,N/a,N/a,544,63.8,14150,107,97.1,30.8,2,18,1,0,2,4,0.15,0,0,2,2,2,0,0,0,0,0,911,725,903,9,0,0,7,100,0,565,2205,0,0,0,1,0,450,0,2,0,4,8,0,0,31,9,1,90,1.67,62,25.9,33.3,josé sá,Wolverhampton,€8.5M,69.9/69.9
joão gomes,brBRA,Wolves,MF,24-085,33,2781,3,1,10,1,2.7,1.2,53,148,68,0.1,0.03,0.09,0.04,21.2,0.23,0.09,18.1,1262,84.9,18027,742,85.6,60.7,22,107,22,1,148,62,2.01,3,0.1,105,62,102,60,42,4,38,25,1843,59,404,1014,451,42,57,45.6,43.9,957,2593,53,50,6,38,49,1230,68,10,1,67,41,1,27,178,9,24,27.3,N/a,N/a,N/a,N/a,joão gomes,Wolverhampton,€51.1M,71.4/77.2
joão pedro,brBRA,Brighton,"FW,MF",23-224,27,1948,10,6,4,1,8.9,5,66,78,128,0.46,0.28,0.41,0.23,35.7,0.69,0.12,17.2,482,72.9,6847,300,75.1,65.9,30,42,36,5,78,72,3.32,9,0.42,16,12,11,7,12,0,12,9,940,12,60,387,508,122,86,33.7,54.7,616,1821,66,39,30,72,38,732,128,4,1,26,46,2,22,59,41,43,48.8,N/a,N/a,N/a,N/a,joão pedro,Brighton,€61.3M,71.0/78.5
joël veltman,nlNED,Brighton,DF,33-113,20,1665,0,0,4,0,0.5,0.5,30,80,32,0,0,0.03,0.02,16.7,0.05,0,19.7,719,79.9,12118,355,80.4,63.3,6,62,8,5,80,22,1.19,1,0.05,42,28,51,21,22,7,15,18,1102,65,328,544,240,10,15,26.7,33.3,526,1448,30,22,3,19,7,599,32,4,0,27,42,0,23,68,21,18,53.8,N/a,N/a,N/a,N/a,joël veltman,Brighton,€5.7M,74.8/74.8
joško gvardiol,hrCRO,Manchester City,DF,23-105,34,3007,5,0,2,0,4.4,2,81,251,98,0.15,0,0.13,0.06,29.7,0.33,0.14,13,2321,90.9,37878,1123,93.2,68.9,25,237,20,1,251,69,2.07,7,0.21,51,34,37,18,40,20,20,38,2903,142,725,1474,727,85,40,57.5,35,1886,5715,81,92,13,25,16,2132,98,2,0,13,23,2,19,132,48,33,59.3,N/a,N/a,N/a,N/a,joško gvardiol,Man City,€78.7M,79.4/91.0
justin kluivert,nlNED,Bournemouth,"MF,FW",26-003,31,2161,12,6,8,0,10,4.8,74,95,153,0.5,0.25,0.42,0.2,41.5,0.92,0.11,20.4,533,74.3,8212,290,76.7,53.1,45,41,32,6,95,95,3.95,11,0.46,21,9,21,17,24,0,24,13,996,23,93,342,581,115,82,40.2,47.6,594,2161,74,52,34,50,26,653,153,8,0,42,29,5,80,73,7,25,21.9,N/a,N/a,N/a,N/a,justin kluivert,B'mouth,€44.8M,79.3/81.7
jørgen strand larsen,noNOR,Wolves,FW,25-091,32,2463,13,2,4,0,10,2.4,16,28,106,0.48,0.07,0.37,0.09,60.4,1.17,0.25,11.4,272,63.1,3547,167,63.2,70,19,18,4,1,28,40,1.46,5,0.18,9,6,27,23,18,4,14,5,695,34,83,329,284,104,17,41.2,58.8,328,446,16,13,9,88,32,507,106,4,0,46,18,14,6,42,66,96,40.7,N/a,N/a,N/a,N/a,jørgen strand larsen,Wolverhampton,€30.8M,72.5/76.7
kai havertz,deGER,Arsenal,"FW,MF",25-331,21,1839,9,3,4,0,9.4,2.4,34,59,110,0.44,0.15,0.46,0.12,40.4,1.03,0.17,11.7,401,78.5,4833,281,82.5,45.5,16,26,8,1,59,41,2.01,3,0.15,16,9,15,11,22,4,18,6,768,31,88,282,403,103,38,23.7,63.2,411,922,34,23,18,42,22,575,110,4,0,36,21,14,11,39,62,73,45.9,N/a,N/a,N/a,N/a,kai havertz,Arsenal,€70.5M,85.1/89.1
kalvin phillips,engENG,Ipswich Town,MF,29-157,19,1237,0,0,6,1,0.4,0.2,4,51,4,0,0,0.03,0.02,18.2,0.15,0,24.3,436,79.1,8581,162,86.7,61.2,5,49,6,1,51,17,1.24,3,0.22,35,19,39,24,35,6,29,19,739,61,223,398,122,5,12,41.7,50,310,569,4,5,0,25,10,394,4,6,1,28,20,0,20,68,7,22,24.1,N/a,N/a,N/a,N/a,kalvin phillips,Ipswich Town,€17.2M,66.6/66.7
kamaldeen sulemana,ghGHA,Southampton,"FW,MF",23-082,23,1178,1,1,2,0,1.4,1,57,26,76,0.08,0.08,0.1,0.08,30.8,0.61,0.04,18.8,253,79.8,3667,160,82.4,44.4,10,6,13,7,26,28,2.14,3,0.23,16,14,13,5,9,0,9,6,509,13,65,190,272,50,92,35.9,55.4,331,1409,57,34,23,37,22,358,76,2,0,19,10,2,25,52,9,21,30,N/a,N/a,N/a,N/a,kamaldeen sulemana,Southampton,€18.5M,65.6/71.7
kaoru mitoma,jpJPN,Brighton,"FW,MF",27-353,33,2521,9,3,1,0,8.8,4.4,138,82,277,0.32,0.11,0.31,0.16,46.3,0.89,0.17,13.9,701,75.3,9130,470,70.5,44,35,34,32,8,82,83,2.96,8,0.29,43,26,46,28,46,3,43,13,1300,15,149,445,734,156,127,38.6,57.5,786,3663,138,76,55,49,22,911,277,1,0,39,23,5,72,92,24,27,47.1,N/a,N/a,N/a,N/a,kaoru mitoma,Brighton,€50.6M,80.2/80.2
keane lewis-potter,engENG,Brentford,"DF,FW",24-075,35,2839,1,3,6,0,2.6,3,92,90,144,0.03,0.1,0.08,0.1,51.9,0.44,0.04,20.5,900,77.3,14851,485,79.4,48.8,23,61,41,14,90,67,2.12,8,0.25,44,26,44,18,24,9,15,19,1473,94,450,573,469,69,97,40.2,50.5,783,2971,92,63,34,43,19,878,144,6,0,16,29,4,71,136,26,34,43.3,N/a,N/a,N/a,N/a,keane lewis-potter,Brentford,€27.1M,71.8/77.4
kenny tete,nlNED,Fulham,DF,29-211,19,1504,0,2,4,0,1.2,0.9,33,50,47,0,0.12,0.07,0.05,9.1,0.12,0,16.1,669,81.3,10740,354,80.3,61.8,7,60,9,6,50,32,1.91,3,0.18,50,34,34,14,22,6,16,29,1033,58,332,422,287,32,19,42.1,31.6,534,1229,33,20,7,16,10,596,47,4,0,28,14,1,29,65,18,12,60,N/a,N/a,N/a,N/a,kenny tete,Fulham,€14M,70.7/71.6
kepa arrizabalaga,esESP,Bournemouth,GK,30-217,28,2520,0,0,3,0,0.1,0,0,2,0,0,0,0,0,0,0,0,9.7,671,71.9,18595,106,98.3,47.8,1,9,0,0,2,4,0.14,0,0,1,0,2,2,1,0,1,0,990,732,961,28,1,1,1,100,0,557,1588,0,0,0,0,0,435,0,3,0,2,5,0,0,52,7,1,87.5,1.25,75.4,25,0,kepa arrizabalaga,B'mouth,€12M,72.2/75.0
kevin de bruyne,beBEL,Manchester City,"MF,FW",33-314,25,1538,4,7,2,0,3.8,7.6,47,135,137,0.23,0.41,0.22,0.44,28.6,0.82,0.08,21.7,799,76,13542,408,76.8,57.8,51,80,51,11,135,104,6.08,11,0.64,17,9,23,18,8,0,8,7,1210,10,73,408,739,71,32,37.5,50,711,1860,47,45,18,24,26,907,137,2,0,16,16,5,122,56,4,15,21.1,N/a,N/a,N/a,N/a,kevin de bruyne,Man City,€20.1M,84.9/84.9
kevin schade,deGER,Brentford,FW,23-162,35,2069,10,2,3,0,7.7,3.4,56,32,146,0.43,0.09,0.33,0.15,46,1,0.2,11.6,290,58.2,4497,162,60.1,42.9,20,29,9,3,32,50,2.18,9,0.39,35,23,20,8,17,2,15,5,804,37,135,221,463,129,81,35.8,56.8,399,1275,56,26,35,54,34,497,146,3,0,20,33,13,36,78,81,65,55.5,N/a,N/a,N/a,N/a,kevin schade,Brentford,€29.7M,71.1/76.5
kieran trippier,engENG,Newcastle Utd,DF,34-231,24,1281,0,3,1,0,0.1,1.3,25,111,53,0,0.21,0.01,0.09,0,0,0,22.2,1000,82.1,17045,482,85.3,47.6,19,67,20,2,111,50,3.51,6,0.42,37,20,35,14,11,3,8,12,1347,50,373,594,389,12,8,50,50,587,1158,25,14,4,11,8,818,53,1,0,16,11,2,79,65,21,15,58.3,N/a,N/a,N/a,N/a,kieran trippier,Newcastle Utd.,€5.1M,69.5/69.5
